GPC;AttributeName;AttributeID;Description;Options;Required
10001707;Cuenta con pantalla;CL-A99900393;Indica si tu producto cuenta con pantalla;Si|No;false
10005726;Tipo de entrada;CA-10000013;Seleccione de la lista;Coaxial|AV|VGA|HDMI|SD|AUX|AV1|DC|Mic|USB|RCA;true
10005726;Tipo de salida;CA-10000009;Seleccione de la lista;RCA|Audio|VGA|Audio BTL|Video|Mic|Otra;true
10005726;Alimentación;CL-A99900017;Seleccione de la lista;Diesel|Gas natural|Leña|Gas|AC/DC|Gas licuado|Eléctrica|Batería|Carbón|Batería recargable|Alcohol|Pila|Batería de litio|Gasolina|Parafina|Pellet|Aceite|Energía solar;false
10001467;Aislador de sonido;A2689461;Indica si tu producto aislador de sonido;Si|No;false
10001467;Cuenta con bluetooth;A2351517;Indica si tu producto cuenta con bluetooth;Si|No;true
10001467;Cuenta con micrófono;A2689457;Indica si tu producto cuenta con micrófono;Si|No;false
10001467;Inalámbrico;CL-A88800111;¿El producto es Inalámbrico?;Si|No;true
10001467;Tipo de audífono;CA-10000002;Seleccione de la lista;On-ear detrás del cuello|In-ear detrás del cuello|Over-ear|In-ear|Over-ear cerrado|Over-ear abierto|On-ear de clip|Over-ear semiabierto|On-ear|In-ear de clip;true
10001467;Conectividad;A2351545;Seleccionar de la lista;HDMI|Apple CarPlay|Cableado digital|3G|Infrarrojo|Bluetooth|WIFI|Android auto|UHF digital|Analógico UHF|USB|Cualquier dispositivo|Cableado|4G LTE|4G;false
10001478;Impermeable;CA-10000008;¿El producto es Impermeable?;Si|No;false
10005744;Calidad de impresión;CA-10000015;Seleccione de la lista;Alta resolución|Media resolución|Baja resolución;false
10005744;Alimentación;CL-A99900017;Seleccione de la lista;Diesel|Gas natural|Leña|Gas|AC/DC|Gas licuado|Eléctrica|Batería|Carbón|Batería recargable|Alcohol|Pila|Batería de litio|Gasolina|Parafina|Pellet|Aceite|Energía solar;false
10001477;Cuenta con posición fija;CA-10000007;Indica si tu producto cuenta con posición fija;Si|No;true
10001477;Cuenta con extensión;CA-10000166;Indica si tu producto cuenta con extensión;Si|No;false
10001477;Sistema de fijación;CL-A99900498;Seleccione de la lista;Anclaje al techo|Pernos|Anclaje a la mesa|Ojales|Colgante|Adhesivos|Succión|Empotrado|Presillas|Sobreponer|Cinturón|Argollas|Enroscado|Tornillos|Clavos|Tornillos con tarugos|Anclaje al muro|Presión|Ojetillos;true
10001477;Requiere armado;A1539275;Tu producto, requiere armado?;Si|No;false
10001475;Tipo de convertidor cassette;CA-10000006;Seleccione de la lista;8mm a VHS|VHS-C a VHS;false
10001475;Alimentación;CL-A99900017;Seleccione de la lista;Diesel|Gas natural|Leña|Gas|AC/DC|Gas licuado|Eléctrica|Batería|Carbón|Batería recargable|Alcohol|Pila|Batería de litio|Gasolina|Parafina|Pellet|Aceite|Energía solar;false
10005204;Cuenta con puertos USB;A2734569;Indica si tu producto cuenta con puertos usb;Si|No;false
10005204;Cuenta con control de volumen;CL-A88800077;Indica si tu producto cuenta con control de volumen;Si|No;false
10005204;Cuenta con amplificador;CA-10000010;Indica si tu producto cuenta con amplificador;Si|No;true
10005204;Cuenta con sirena;CA-10000011;Indica si tu producto cuenta con sirena;Si|No;true
10005204;Alimentación;CL-A99900017;Seleccione de la lista;Diesel|Gas natural|Leña|Gas|AC/DC|Gas licuado|Eléctrica|Batería|Carbón|Batería recargable|Alcohol|Pila|Batería de litio|Gasolina|Parafina|Pellet|Aceite|Energía solar;false
10001476;Inalámbrico;CL-A88800111;¿El producto es Inalámbrico?;Si|No;true
10001476;Alimentación;CL-A99900017;Seleccione de la lista;Diesel|Gas natural|Leña|Gas|AC/DC|Gas licuado|Eléctrica|Batería|Carbón|Batería recargable|Alcohol|Pila|Batería de litio|Gasolina|Parafina|Pellet|Aceite|Energía solar;false
10005747;Cuenta con control remoto;CL-A99900168;Indica si tu producto cuenta con control remoto;Si|No;false
10005747;Cuenta con base de ipod;CA-10000016;Indica si tu producto cuenta con base de ipod;Si|No;false
10005747;Tipo de entrada;CA-10000013;Seleccione de la lista;Coaxial|AV|VGA|HDMI|SD|AUX|AV1|DC|Mic|USB|RCA;true
10001468;Cuenta con antena;CA-10000003;Indica si tu producto cuenta con antena;Si|No;false
10001468;Alimentación;CL-A99900017;Seleccione de la lista;Diesel|Gas natural|Leña|Gas|AC/DC|Gas licuado|Eléctrica|Batería|Carbón|Batería recargable|Alcohol|Pila|Batería de litio|Gasolina|Parafina|Pellet|Aceite|Energía solar;false
10005809;Cuenta con control remoto;CL-A99900168;Indica si tu producto cuenta con control remoto;Si|No;false
10005809;Color de luz;CL-A99900146;Seleccione de la lista;Fría|Cálida|Cálida, día y fría|Multicolor|Cálida y Fría|Día|Otra|Sin Información;true
10005809;Tipo de luz;CA-10000017;Seleccione de la lista;LED|Fría|Neutra|Incandescente|Cálida;true
10001472;Tipo de conexión/entrada de audio visual;CA-10000005;Seleccione de la lista;Combinación|Conexión de la consola de juegos|Conexión satélital|Conexión review|Conexión del escritorio del mezclador de audio|Conexión de DVD|Conexión de conmutador de altavoz|Conexión de la videocámara|Conexión del grabador video cassette;true
10001472;Conectividad;A2351545;Seleccionar de la lista;HDMI|Apple CarPlay|Cableado digital|3G|Infrarrojo|Bluetooth|WIFI|Android auto|UHF digital|Analógico UHF|USB|Cualquier dispositivo|Cableado|4G LTE|4G;true
10001479;Tipo de salida;CA-10000009;Seleccione de la lista;RCA|Audio|VGA|Audio BTL|Video|Mic|Otra;false
10001479;Conectividad;A2351545;Seleccionar de la lista;HDMI|Apple CarPlay|Cableado digital|3G|Infrarrojo|Bluetooth|WIFI|Android auto|UHF digital|Analógico UHF|USB|Cualquier dispositivo|Cableado|4G LTE|4G;true
10001470;Cuenta con iluminación interna;CA-10000165;Indica si tu producto cuenta con iluminación interna;Si|No;false
10005735;Cuenta con control remoto;CL-A99900168;Indica si tu producto cuenta con control remoto;Si|No;false
10005735;Tipo de entrada;CA-10000013;Seleccione de la lista;Coaxial|AV|VGA|HDMI|SD|AUX|AV1|DC|Mic|USB|RCA;true
10005735;Tipo de salida;CA-10000009;Seleccione de la lista;RCA|Audio|VGA|Audio BTL|Video|Mic|Otra;true
10005735;Alimentación;CL-A99900017;Seleccione de la lista;Diesel|Gas natural|Leña|Gas|AC/DC|Gas licuado|Eléctrica|Batería|Carbón|Batería recargable|Alcohol|Pila|Batería de litio|Gasolina|Parafina|Pellet|Aceite|Energía solar;false
10001429;Cuenta con control remoto;CL-A99900168;Indica si tu producto cuenta con control remoto;Si|No;true
10001429;Cuenta con ecualizador;A2152819;Indica si tu producto cuenta con ecualizador;Si|No;false
10001429;Frecuencia radial;A2689455;Seleccione de la lista;FM|AM/FM|AM;false
10001429;Tipo de entrada;CA-10000013;Seleccione de la lista;Coaxial|AV|VGA|HDMI|SD|AUX|AV1|DC|Mic|USB|RCA;false
10001429;Tipo de salida;CA-10000009;Seleccione de la lista;RCA|Audio|VGA|Audio BTL|Video|Mic|Otra;false
10001432;Cuenta con micrófono;A2689457;Indica si tu producto cuenta con micrófono;Si|No;false
10001432;Cuenta con puertos USB;A2734569;Indica si tu producto cuenta con puertos usb;Si|No;true
10001432;Alimentación;CL-A99900017;Seleccione de la lista;Diesel|Gas natural|Leña|Gas|AC/DC|Gas licuado|Eléctrica|Batería|Carbón|Batería recargable|Alcohol|Pila|Batería de litio|Gasolina|Parafina|Pellet|Aceite|Energía solar;false
10001433;Cuenta con control remoto;CL-A99900168;Indica si tu producto cuenta con control remoto;Si|No;true
10001433;Formato de reproducción;A2689273;Seleccione de la lista;DVD|AAC|FLAC|FLV|AVI|mp4|mp3|Blue-ray|wma|MKV;true
10001443;Cuenta con puertos USB;A2734569;Indica si tu producto cuenta con puertos usb;Si|No;false
10001443;Cuenta con iluminación interna;CA-10000165;Indica si tu producto cuenta con iluminación interna;Si|No;false
10001448;Alimentación;CL-A99900017;Seleccione de la lista;Diesel|Gas natural|Leña|Gas|AC/DC|Gas licuado|Eléctrica|Batería|Carbón|Batería recargable|Alcohol|Pila|Batería de litio|Gasolina|Parafina|Pellet|Aceite|Energía solar;false
10001440;Cuenta con control remoto;CL-A99900168;Indica si tu producto cuenta con control remoto;Si|No;false
10001440;Formato de reproducción;A2689273;Seleccione de la lista;DVD|AAC|FLAC|FLV|AVI|mp4|mp3|Blue-ray|wma|MKV;true
10001440;Frecuencia radial;A2689455;Seleccione de la lista;FM|AM/FM|AM;false
10001440;Cuenta con parlantes integrados;CA-10000018;Indica si tu producto cuenta con parlantes integrados;Si|No;false
10001440;Alimentación;CL-A99900017;Seleccione de la lista;Diesel|Gas natural|Leña|Gas|AC/DC|Gas licuado|Eléctrica|Batería|Carbón|Batería recargable|Alcohol|Pila|Batería de litio|Gasolina|Parafina|Pellet|Aceite|Energía solar;false
10001440;Cuenta con puertos USB;A2734569;Indica si tu producto cuenta con puertos usb;Si|No;false
10001441;Cuenta con control remoto;CL-A99900168;Indica si tu producto cuenta con control remoto;Si|No;false
10001441;Tipo de salida;CA-10000009;Seleccione de la lista;RCA|Audio|VGA|Audio BTL|Video|Mic|Otra;false
10001441;Alimentación;CL-A99900017;Seleccione de la lista;Diesel|Gas natural|Leña|Gas|AC/DC|Gas licuado|Eléctrica|Batería|Carbón|Batería recargable|Alcohol|Pila|Batería de litio|Gasolina|Parafina|Pellet|Aceite|Energía solar;false
10001441;Cuenta con puertos USB;A2734569;Indica si tu producto cuenta con puertos usb;Si|No;true
10001434;Cuenta con control remoto;CL-A99900168;Indica si tu producto cuenta con control remoto;Si|No;true
10001437;Frecuencia radial;A2689455;Seleccione de la lista;FM|AM/FM|AM;false
10001437;Alimentación;CL-A99900017;Seleccione de la lista;Diesel|Gas natural|Leña|Gas|AC/DC|Gas licuado|Eléctrica|Batería|Carbón|Batería recargable|Alcohol|Pila|Batería de litio|Gasolina|Parafina|Pellet|Aceite|Energía solar;false
10001437;Cuenta con puertos USB;A2734569;Indica si tu producto cuenta con puertos usb;Si|No;true
10001437;Conectividad;A2351545;Seleccionar de la lista;HDMI|Apple CarPlay|Cableado digital|3G|Infrarrojo|Bluetooth|WIFI|Android auto|UHF digital|Analógico UHF|USB|Cualquier dispositivo|Cableado|4G LTE|4G;false
10001437;Cuenta con control remoto;CL-A99900168;Indica si tu producto cuenta con control remoto;Si|No;true
10001437;Recargable;CL-A99900456;¿El producto es Recargable?;Si|No;true
10001436;Cuenta con control remoto;CL-A99900168;Indica si tu producto cuenta con control remoto;Si|No;false
10001435;Cuenta con control remoto;CL-A99900168;Indica si tu producto cuenta con control remoto;Si|No;true
10001442;Conexión micrófono;A2689276;Seleccione de la lista;Si incluye|No incluye;false
10001442;Cuenta con puertos USB;A2734569;Indica si tu producto cuenta con puertos usb;Si|No;false
10001442;Cuenta con interfaz de audio profesional;CA-10000019;Indica si tu producto cuenta con interfaz de audio profesional;Si|No;false
10001442;Cuenta con autoloop;CA-10000161;Indica si tu producto cuenta con autoloop;Si|No;true
10001442;Cuenta con efectos fade FX;CA-10000162;Indica si tu producto cuenta con efectos fade fx;Si|No;false
10001442;Cuenta con Hot Cues;CA-10000163;Indica si tu producto cuenta con hot cues;Si|No;false
10001442;Cuenta con pad Scratch;CA-10000164;Indica si tu producto cuenta con pad scratch;Si|No;false
10001442;Conexión auxiliar;A2689269;Indica si tu producto conexión auxiliar;Si|No;false
10001430;Cuenta con control remoto;CL-A99900168;Indica si tu producto cuenta con control remoto;Si|No;false
10001430;Cuenta con puertos USB;A2734569;Indica si tu producto cuenta con puertos usb;Si|No;true
10001430;Formato de reproducción;A2689273;Seleccione de la lista;DVD|AAC|FLAC|FLV|AVI|mp4|mp3|Blue-ray|wma|MKV;false
10001430;Tipo de salida;CA-10000009;Seleccione de la lista;RCA|Audio|VGA|Audio BTL|Video|Mic|Otra;false
10001431;Cuenta con control remoto;CL-A99900168;Indica si tu producto cuenta con control remoto;Si|No;true
10001431;Cuenta con puertos USB;A2734569;Indica si tu producto cuenta con puertos usb;Si|No;false
10001431;Formato de reproducción;A2689273;Seleccione de la lista;DVD|AAC|FLAC|FLV|AVI|mp4|mp3|Blue-ray|wma|MKV;false
10001431;Tipo de salida;CA-10000009;Seleccione de la lista;RCA|Audio|VGA|Audio BTL|Video|Mic|Otra;false
10001431;Conectividad;A2351545;Seleccionar de la lista;HDMI|Apple CarPlay|Cableado digital|3G|Infrarrojo|Bluetooth|WIFI|Android auto|UHF digital|Analógico UHF|USB|Cualquier dispositivo|Cableado|4G LTE|4G;true
10001444;Cuenta con control remoto;CL-A99900168;Indica si tu producto cuenta con control remoto;Si|No;false
10001439;Cuenta con control remoto;CL-A99900168;Indica si tu producto cuenta con control remoto;Si|No;false
10001439;Frecuencia radial;A2689455;Seleccione de la lista;FM|AM/FM|AM;false
10001439;Tipo de entrada;CA-10000013;Seleccione de la lista;Coaxial|AV|VGA|HDMI|SD|AUX|AV1|DC|Mic|USB|RCA;true
10001439;Cuenta con parlantes integrados;CA-10000018;Indica si tu producto cuenta con parlantes integrados;Si|No;false
10001424;Conectividad;A2351545;Seleccionar de la lista;HDMI|Apple CarPlay|Cableado digital|3G|Infrarrojo|Bluetooth|WIFI|Android auto|UHF digital|Analógico UHF|USB|Cualquier dispositivo|Cableado|4G LTE|4G;false
10001424;Temporizador;CL-A99900545;Indica si tu producto temporizador;Si|No;false
10001424;Tipo de pantalla;A2689383;Seleccione de la lista;LCD|QLED|LED;false
10001424;Cuenta con puertos USB;A2734569;Indica si tu producto cuenta con puertos usb;Si|No;false
10001424;Alimentación;CL-A99900017;Seleccione de la lista;Diesel|Gas natural|Leña|Gas|AC/DC|Gas licuado|Eléctrica|Batería|Carbón|Batería recargable|Alcohol|Pila|Batería de litio|Gasolina|Parafina|Pellet|Aceite|Energía solar;false
10001425;Conectividad;A2351545;Seleccionar de la lista;HDMI|Apple CarPlay|Cableado digital|3G|Infrarrojo|Bluetooth|WIFI|Android auto|UHF digital|Analógico UHF|USB|Cualquier dispositivo|Cableado|4G LTE|4G;false
10001425;Tipo de pantalla;A2689383;Seleccione de la lista;LCD|QLED|LED;false
10001425;Cuenta con puertos USB;A2734569;Indica si tu producto cuenta con puertos usb;Si|No;false
10001425;Alimentación;CL-A99900017;Seleccione de la lista;Diesel|Gas natural|Leña|Gas|AC/DC|Gas licuado|Eléctrica|Batería|Carbón|Batería recargable|Alcohol|Pila|Batería de litio|Gasolina|Parafina|Pellet|Aceite|Energía solar;false
10001419;Frecuencia radial;A2689455;Seleccione de la lista;FM|AM/FM|AM;false
10001419;Alimentación;CL-A99900017;Seleccione de la lista;Diesel|Gas natural|Leña|Gas|AC/DC|Gas licuado|Eléctrica|Batería|Carbón|Batería recargable|Alcohol|Pila|Batería de litio|Gasolina|Parafina|Pellet|Aceite|Energía solar;false
10001428;Alimentación;CL-A99900017;Seleccione de la lista;Diesel|Gas natural|Leña|Gas|AC/DC|Gas licuado|Eléctrica|Batería|Carbón|Batería recargable|Alcohol|Pila|Batería de litio|Gasolina|Parafina|Pellet|Aceite|Energía solar;false
10001416;Frecuencia radial;A2689455;Seleccione de la lista;FM|AM/FM|AM;false
10001416;Tipo de pantalla;A2689383;Seleccione de la lista;LCD|QLED|LED;false
10001416;Alimentación;CL-A99900017;Seleccione de la lista;Diesel|Gas natural|Leña|Gas|AC/DC|Gas licuado|Eléctrica|Batería|Carbón|Batería recargable|Alcohol|Pila|Batería de litio|Gasolina|Parafina|Pellet|Aceite|Energía solar;false
10001421;Formato de reproducción;A2689273;Seleccione de la lista;DVD|AAC|FLAC|FLV|AVI|mp4|mp3|Blue-ray|wma|MKV;false
10001421;Pantalla táctil;A2689450;Indica si tu producto pantalla táctil;Si|No;false
10001421;Alimentación;CL-A99900017;Seleccione de la lista;Diesel|Gas natural|Leña|Gas|AC/DC|Gas licuado|Eléctrica|Batería|Carbón|Batería recargable|Alcohol|Pila|Batería de litio|Gasolina|Parafina|Pellet|Aceite|Energía solar;false
10001420;Cuenta con control remoto;CL-A99900168;Indica si tu producto cuenta con control remoto;Si|No;false
10001420;Cuenta con puertos USB;A2734569;Indica si tu producto cuenta con puertos usb;Si|No;false
10001420;Alimentación;CL-A99900017;Seleccione de la lista;Diesel|Gas natural|Leña|Gas|AC/DC|Gas licuado|Eléctrica|Batería|Carbón|Batería recargable|Alcohol|Pila|Batería de litio|Gasolina|Parafina|Pellet|Aceite|Energía solar;false
10005765;Conectividad;A2351545;Seleccionar de la lista;HDMI|Apple CarPlay|Cableado digital|3G|Infrarrojo|Bluetooth|WIFI|Android auto|UHF digital|Analógico UHF|USB|Cualquier dispositivo|Cableado|4G LTE|4G;false
10005765;Formato de reproducción;A2689273;Seleccione de la lista;DVD|AAC|FLAC|FLV|AVI|mp4|mp3|Blue-ray|wma|MKV;false
10005765;Cuenta con puertos USB;A2734569;Indica si tu producto cuenta con puertos usb;Si|No;false
10005765;Alimentación;CL-A99900017;Seleccione de la lista;Diesel|Gas natural|Leña|Gas|AC/DC|Gas licuado|Eléctrica|Batería|Carbón|Batería recargable|Alcohol|Pila|Batería de litio|Gasolina|Parafina|Pellet|Aceite|Energía solar;false
10001417;Frecuencia radial;A2689455;Seleccione de la lista;FM|AM/FM|AM;false
10001417;Tipo de pantalla;A2689383;Seleccione de la lista;LCD|QLED|LED;false
10001418;Frecuencia radial;A2689455;Seleccione de la lista;FM|AM/FM|AM;false
10001418;Sistema operativo;CL-A99900505;Seleccione de la lista;Android KitKat|Android|Android Oreo|Android Nougat|Android Marshmallow|Windows|Linux|iOS|Android Pie|Android Lollipop;false
10001418;Tipo de pantalla;A2689383;Seleccione de la lista;LCD|QLED|LED;false
10005807;Conexión auxiliar;A2689269;Indica si tu producto conexión auxiliar;Si|No;false
10005807;Conexión micrófono;A2689276;Seleccione de la lista;Si incluye|No incluye;false
10005807;Cuenta con control remoto;CL-A99900168;Indica si tu producto cuenta con control remoto;Si|No;false
10005807;Led Integrado;A2734577;Indica si tu producto led integrado;Si|No;false
10005807;Alimentación;CL-A99900017;Seleccione de la lista;Diesel|Gas natural|Leña|Gas|AC/DC|Gas licuado|Eléctrica|Batería|Carbón|Batería recargable|Alcohol|Pila|Batería de litio|Gasolina|Parafina|Pellet|Aceite|Energía solar;false
10001423;Conectividad;A2351545;Seleccionar de la lista;HDMI|Apple CarPlay|Cableado digital|3G|Infrarrojo|Bluetooth|WIFI|Android auto|UHF digital|Analógico UHF|USB|Cualquier dispositivo|Cableado|4G LTE|4G;false
10001423;Tipo de pantalla;A2689383;Seleccione de la lista;LCD|QLED|LED;false
10001423;Cuenta con puertos USB;A2734569;Indica si tu producto cuenta con puertos usb;Si|No;false
10001423;Alimentación;CL-A99900017;Seleccione de la lista;Diesel|Gas natural|Leña|Gas|AC/DC|Gas licuado|Eléctrica|Batería|Carbón|Batería recargable|Alcohol|Pila|Batería de litio|Gasolina|Parafina|Pellet|Aceite|Energía solar;false
10001422;Cuenta con puertos USB;A2734569;Indica si tu producto cuenta con puertos usb;Si|No;false
10001422;Alimentación;CL-A99900017;Seleccione de la lista;Diesel|Gas natural|Leña|Gas|AC/DC|Gas licuado|Eléctrica|Batería|Carbón|Batería recargable|Alcohol|Pila|Batería de litio|Gasolina|Parafina|Pellet|Aceite|Energía solar;false
10005710;Conectividad;A2351545;Seleccionar de la lista;HDMI|Apple CarPlay|Cableado digital|3G|Infrarrojo|Bluetooth|WIFI|Android auto|UHF digital|Analógico UHF|USB|Cualquier dispositivo|Cableado|4G LTE|4G;true
10005710;Cuenta con control remoto;CL-A99900168;Indica si tu producto cuenta con control remoto;Si|No;false
10005710;Alimentación;CL-A99900017;Seleccione de la lista;Diesel|Gas natural|Leña|Gas|AC/DC|Gas licuado|Eléctrica|Batería|Carbón|Batería recargable|Alcohol|Pila|Batería de litio|Gasolina|Parafina|Pellet|Aceite|Energía solar;false
10005710;Tipo de altavoces;CA-10000253;Seleccione de la lista;Portátil|Mini|Hi-fi|Infantil|Subwoofer;true
10005710;Recargable;CL-A99900456;¿El producto es Recargable?;Si|No;true
10005710;Formato de reproducción;A2689273;Seleccione de la lista;DVD|AAC|FLAC|FLV|AVI|mp4|mp3|Blue-ray|wma|MKV;false
10005710;Cuenta con puertos USB;A2734569;Indica si tu producto cuenta con puertos usb;Si|No;true
10005710;Cuenta con bluetooth;A2351517;Indica si tu producto cuenta con bluetooth;Si|No;true
10001401;Con tecnología 3D;A2689414;Indica si tu producto 3d;Si|No;false
10001401;Cuenta con control remoto;CL-A99900168;Indica si tu producto cuenta con control remoto;Si|No;false
10001401;Formato de reproducción;A2689273;Seleccione de la lista;DVD|AAC|FLAC|FLV|AVI|mp4|mp3|Blue-ray|wma|MKV;false
10001401;Frecuencia radial;A2689455;Seleccione de la lista;FM|AM/FM|AM;false
10001401;Resolución TV;CL-A88800131;Seleccione de la lista;HD|SD|4K Ultra HD|Ultra HD|8K|Full HD;true
10001401;Sistema de sonido;A2696826;Seleccione de la lista;7.1|4.1|1.0 (monoaural)|2.0 (estereofónico)|No incluye|4.0|2.1|Otro|5.1|9.1;false
10001401;Smart TV;CL-A99900191;Indica si tu producto smart tv;Si|No;true
10001401;Tipo de pantalla;A2689383;Seleccione de la lista;LCD|QLED|LED;true
10001401;Alimentación;CL-A99900017;Seleccione de la lista;Diesel|Gas natural|Leña|Gas|AC/DC|Gas licuado|Eléctrica|Batería|Carbón|Batería recargable|Alcohol|Pila|Batería de litio|Gasolina|Parafina|Pellet|Aceite|Energía solar;false
10001400;Con tecnología 3D;A2689414;Indica si tu producto 3d;Si|No;true
10001400;Cuenta con control remoto;CL-A99900168;Indica si tu producto cuenta con control remoto;Si|No;false
10001400;Resolución TV;CL-A88800131;Seleccione de la lista;HD|SD|4K Ultra HD|Ultra HD|8K|Full HD;true
10001400;Sistema de sonido;A2696826;Seleccione de la lista;7.1|4.1|1.0 (monoaural)|2.0 (estereofónico)|No incluye|4.0|2.1|Otro|5.1|9.1;true
10001400;Smart TV;CL-A99900191;Indica si tu producto smart tv;Si|No;true
10001400;Tipo de pantalla;A2689383;Seleccione de la lista;LCD|QLED|LED;true
10001400;Cuenta con conexión VGA;A2689403;;Si|No;false
10001400;Cuenta con WIFI;CL-A99900599;Indica si tu producto cuenta con wifi;Si|No;true
10001402;Cuenta con control remoto;CL-A99900168;Indica si tu producto cuenta con control remoto;Si|No;false
10001402;Formato de reproducción;A2689273;Seleccione de la lista;DVD|AAC|FLAC|FLV|AVI|mp4|mp3|Blue-ray|wma|MKV;false
10001402;Frecuencia radial;A2689455;Seleccione de la lista;FM|AM/FM|AM;false
10001402;Resolución TV;CL-A88800131;Seleccione de la lista;HD|SD|4K Ultra HD|Ultra HD|8K|Full HD;true
10001402;Tipo de pantalla;A2689383;Seleccione de la lista;LCD|QLED|LED;false
10001402;Cuenta con puertos USB;A2734569;Indica si tu producto cuenta con puertos usb;Si|No;false
10001402;Alimentación;CL-A99900017;Seleccione de la lista;Diesel|Gas natural|Leña|Gas|AC/DC|Gas licuado|Eléctrica|Batería|Carbón|Batería recargable|Alcohol|Pila|Batería de litio|Gasolina|Parafina|Pellet|Aceite|Energía solar;false
10001402;Conectividad;A2351545;Seleccionar de la lista;HDMI|Apple CarPlay|Cableado digital|3G|Infrarrojo|Bluetooth|WIFI|Android auto|UHF digital|Analógico UHF|USB|Cualquier dispositivo|Cableado|4G LTE|4G;false
10001411;Resolución TV;CL-A88800131;Seleccione de la lista;HD|SD|4K Ultra HD|Ultra HD|8K|Full HD;true
10005841;Frecuencia radial;A2689455;Seleccione de la lista;FM|AM/FM|AM;false
10005829;Resolución TV;CL-A88800131;Seleccione de la lista;HD|SD|4K Ultra HD|Ultra HD|8K|Full HD;true
10001409;Cuenta con control remoto;CL-A99900168;Indica si tu producto cuenta con control remoto;Si|No;false
10001409;Resolución TV;CL-A88800131;Seleccione de la lista;HD|SD|4K Ultra HD|Ultra HD|8K|Full HD;true
10001409;Cuenta con puertos USB;A2734569;Indica si tu producto cuenta con puertos usb;Si|No;false
10001406;Pantalla táctil;A2689450;Indica si tu producto pantalla táctil;Si|No;true
10001408;Cuenta con control remoto;CL-A99900168;Indica si tu producto cuenta con control remoto;Si|No;false
10001408;Formato de reproducción;A2689273;Seleccione de la lista;DVD|AAC|FLAC|FLV|AVI|mp4|mp3|Blue-ray|wma|MKV;false
10001407;Cuenta con control remoto;CL-A99900168;Indica si tu producto cuenta con control remoto;Si|No;false
10001407;Formato de reproducción;A2689273;Seleccione de la lista;DVD|AAC|FLAC|FLV|AVI|mp4|mp3|Blue-ray|wma|MKV;true
10001407;Tipo de entrada;CA-10000013;Seleccione de la lista;Coaxial|AV|VGA|HDMI|SD|AUX|AV1|DC|Mic|USB|RCA;false
10001407;Conectividad;A2351545;Seleccionar de la lista;HDMI|Apple CarPlay|Cableado digital|3G|Infrarrojo|Bluetooth|WIFI|Android auto|UHF digital|Analógico UHF|USB|Cualquier dispositivo|Cableado|4G LTE|4G;false
10001412;Cuenta con control remoto;CL-A99900168;Indica si tu producto cuenta con control remoto;Si|No;false
10001412;Formato de reproducción;A2689273;Seleccione de la lista;DVD|AAC|FLAC|FLV|AVI|mp4|mp3|Blue-ray|wma|MKV;true
10001412;Tipo de pantalla;A2689383;Seleccione de la lista;LCD|QLED|LED;false
10001410;Conectividad;A2351545;Seleccionar de la lista;HDMI|Apple CarPlay|Cableado digital|3G|Infrarrojo|Bluetooth|WIFI|Android auto|UHF digital|Analógico UHF|USB|Cualquier dispositivo|Cableado|4G LTE|4G;true
10001410;Sistema operativo;CL-A99900505;Seleccione de la lista;Android KitKat|Android|Android Oreo|Android Nougat|Android Marshmallow|Windows|Linux|iOS|Android Pie|Android Lollipop;false
10001410;Cuenta con puertos USB;A2734569;Indica si tu producto cuenta con puertos usb;Si|No;false
10006240;Formato de reproducción;A2689273;Seleccione de la lista;DVD|AAC|FLAC|FLV|AVI|mp4|mp3|Blue-ray|wma|MKV;false
10006240;Género;CA-10000082;Seleccione de la lista;Pop|Cumbia|Electrónica|Hip Hop|Punk|Blues|Samba|Salsa|Funk|Reggaeton|Reggae|Tango|Folk|Ranchera|Disco|Flamenco|Merengue|Rock and Roll|Rap|Rock|Vallenato;true
10001459;Idioma;A2689438;Seleccione de la lista;Inglés|Alemán|Italiano|Portugués|Chino|Francés|Español|Japonés;false
10001460;Idioma;A2689438;Seleccione de la lista;Inglés|Alemán|Italiano|Portugués|Chino|Francés|Español|Japonés;false
10006245;Idioma;A2689438;Seleccione de la lista;Inglés|Alemán|Italiano|Portugués|Chino|Francés|Español|Japonés;true
10006241;Formato de reproducción;A2689273;Seleccione de la lista;DVD|AAC|FLAC|FLV|AVI|mp4|mp3|Blue-ray|wma|MKV;false
10006241;Idioma;A2689438;Seleccione de la lista;Inglés|Alemán|Italiano|Portugués|Chino|Francés|Español|Japonés;true
10006241;Género;CA-10000082;Seleccione de la lista;Pop|Cumbia|Electrónica|Hip Hop|Punk|Blues|Samba|Salsa|Funk|Reggaeton|Reggae|Tango|Folk|Ranchera|Disco|Flamenco|Merengue|Rock and Roll|Rap|Rock|Vallenato;true
10006239;Formato de reproducción;A2689273;Seleccione de la lista;DVD|AAC|FLAC|FLV|AVI|mp4|mp3|Blue-ray|wma|MKV;false
10006239;Género;CA-10000082;Seleccione de la lista;Pop|Cumbia|Electrónica|Hip Hop|Punk|Blues|Samba|Salsa|Funk|Reggaeton|Reggae|Tango|Folk|Ranchera|Disco|Flamenco|Merengue|Rock and Roll|Rap|Rock|Vallenato;true
10006244;Formato de reproducción;A2689273;Seleccione de la lista;DVD|AAC|FLAC|FLV|AVI|mp4|mp3|Blue-ray|wma|MKV;false
10006244;Idioma;A2689438;Seleccione de la lista;Inglés|Alemán|Italiano|Portugués|Chino|Francés|Español|Japonés;true
